ID,WL,U,V,Sal,Temp,TRACE_1,TRACE_2,WQ_1,WQ_2,WQ_3,WQ_4,WQ_5,WQ_6,WQ_7,WQ_8,WQ_9,WQ_10,WQ_11,WQ_12,WQ_13,WQ_14,WQ_15
11066,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4207,0.2539,0.0968,0.0109,2191.6667,500,109.0938,109.0938,1.7901,2.2376,181.2974
11067,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4164,0.2561,0.0968,0.011,2191.6667,500,109.9225,109.9225,1.8206,2.2758,189.5829
11068,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4325,0.2481,0.0968,0.0111,2191.6667,500,110.2859,110.2859,1.738,2.1724,150.9041
11069,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.435,0.2468,0.0968,0.0111,2191.6667,500,110.275,110.275,1.7244,2.1555,144.9538
11070,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4376,0.2455,0.0968,0.0111,2191.6667,500,110.3273,110.3273,1.711,2.1387,138.7051
11071,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11072,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11073,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11074,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11075,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11076,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11077,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11078,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11079,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11080,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11081,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11082,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11083,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11084,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11085,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11086,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11087,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11088,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11089,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11090,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11091,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11092,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11093,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11094,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11095,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11096,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11097,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11098,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11099,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11100,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4247,0.2519,0.0968,0.0111,2191.6667,500,110.418,110.418,1.7808,2.2259,169.1609
11101,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4305,0.2491,0.0968,0.0111,2191.6667,500,110.349,110.349,1.7492,2.1865,155.5362
11102,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4281,0.2502,0.0968,0.0111,2191.6667,500,110.5872,110.5872,1.7639,2.2049,160.7413
11103,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4298,0.2494,0.0968,0.0111,2191.6667,500,110.6214,110.6214,1.7552,2.194,156.6866
11104,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.426,0.2513,0.0968,0.0111,2191.6667,500,110.6751,110.6751,1.7763,2.2203,165.7393
11105,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4272,0.2507,0.0968,0.0111,2191.6667,500,110.8141,110.8141,1.7708,2.2135,162.5336
11106,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4232,0.2527,0.0968,0.0111,2191.6667,500,110.5882,110.5882,1.7904,2.2381,172.5147
11107,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4243,0.2521,0.0968,0.0111,2191.6667,500,110.8073,110.8073,1.7863,2.2329,169.4664
11108,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.422,0.2533,0.0968,0.011,2191.6667,500,110.369,110.369,1.7946,2.2432,175.5632
11109,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4177,0.2555,0.0968,0.011,2191.6667,500,110.142,110.142,1.8158,2.2698,186.2553
11110,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.419,0.2548,0.0968,0.011,2191.6667,500,110.3778,110.3778,1.8106,2.2633,182.6403
11111,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4202,0.2542,0.0968,0.011,2191.6667,500,110.6129,110.6129,1.8063,2.2579,179.4212
11112,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4517,0.2384,0.0968,0.0106,2191.6667,500,105.0987,105.0987,1.5878,1.9848,118.5108
11113,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4372,0.2457,0.0968,0.0107,2191.6667,500,106.9746,106.9746,1.6826,2.1032,147.9227
11114,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4154,0.2566,0.0968,0.011,2191.6667,500,109.9548,109.9548,1.8261,2.2826,191.9161
11115,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4147,0.2569,0.0968,0.011,2191.6667,500,110.2711,110.2711,1.8326,2.2908,192.9823
11116,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4168,0.2559,0.0968,0.011,2191.6667,500,110.3733,110.3733,1.8226,2.2782,187.9716
11117,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4327,0.2479,0.0968,0.0111,2191.6667,500,110.5752,110.5752,1.7391,2.1738,149.7957
11118,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4347,0.2469,0.0968,0.0111,2191.6667,500,110.6282,110.6282,1.7292,2.1614,145.1034
11119,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4316,0.2485,0.0968,0.0111,2191.6667,500,110.713,110.713,1.7466,2.1832,152.3695
11120,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4373,0.2456,0.0968,0.0111,2191.6667,500,110.6566,110.6566,1.7154,2.1442,138.8326
11121,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11122,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11123,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11124,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11125,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11126,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11127,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11128,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11129,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11130,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11131,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11132,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11133,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11134,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11135,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11136,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11137,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11138,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11139,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11140,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11141,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11142,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11143,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11144,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11145,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11146,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11147,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.429,0.2498,0.0968,0.0111,2191.6667,500,110.9738,110.9738,1.7631,2.2038,158.2345
11148,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4314,0.2486,0.0968,0.0111,2191.6667,500,110.9895,110.9895,1.7502,2.1877,152.4208
11149,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4255,0.2515,0.0968,0.0111,2191.6667,500,111.0265,111.0265,1.7822,2.2277,166.418
11150,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4215,0.2535,0.0968,0.0111,2191.6667,500,110.7443,110.7443,1.8007,2.2509,176.2187
11151,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4222,0.2532,0.0968,0.0111,2191.6667,500,110.9396,110.9396,1.7991,2.2488,174.3923
11152,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4233,0.2526,0.0968,0.0111,2191.6667,500,111.1622,111.1622,1.7951,2.2439,171.4195
11153,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.418,0.2553,0.0968,0.011,2191.6667,500,110.5276,110.5276,1.8174,2.2718,184.8159
11154,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4178,0.2554,0.0968,0.0111,2191.6667,500,110.7735,110.7735,1.821,2.2762,185.0328
11155,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4195,0.2545,0.0968,0.0111,2191.6667,500,110.8164,110.8164,1.8123,2.2653,180.9343
11156,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4203,0.2541,0.0968,0.0111,2191.6667,500,111.0277,111.0277,1.8097,2.2621,178.6243
11157,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.423,0.2528,0.0968,0.0109,2191.6667,500,109.0714,109.0714,1.7776,2.2219,176.5576
11158,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4528,0.2379,0.0968,0.0106,2191.6667,500,105.092,105.092,1.582,1.9775,116.2794
11159,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4245,0.252,0.0968,0.0109,2191.6667,500,108.9799,108.9799,1.7685,2.2106,173.4041
11160,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11161,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4157,0.2564,0.0968,0.011,2191.6667,500,110.5895,110.5895,1.8305,2.2881,190.2822
11162,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4141,0.2572,0.0968,0.011,2191.6667,500,110.7555,110.7555,1.8403,2.3004,193.7023
11163,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.434,0.2473,0.0968,0.0111,2191.6667,500,110.9701,110.9701,1.7359,2.1699,146.1984
11164,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4367,0.2459,0.0968,0.0111,2191.6667,500,110.9862,110.9862,1.7218,2.1523,139.8631
11165,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11166,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11167,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11168,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11169,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11170,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11171,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11172,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11173,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11174,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11175,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11176,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11177,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11178,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11179,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11180,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11181,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11182,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11183,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11184,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11185,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11186,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11187,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11188,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11189,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11190,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11191,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4241,0.2522,0.0968,0.0111,2191.6667,500,111.3728,111.3728,1.7926,2.2408,169.1471
11192,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4214,0.2536,0.0968,0.0111,2191.6667,500,111.2851,111.2851,1.8062,2.2577,175.626
11193,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4229,0.2528,0.0968,0.0111,2191.6667,500,111.5316,111.5316,1.8006,2.2508,171.8066
11194,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4173,0.2556,0.0968,0.0111,2191.6667,500,110.985,110.985,1.8253,2.2817,185.7938
11195,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4186,0.255,0.0968,0.0111,2191.6667,500,111.2002,111.2002,1.8204,2.2755,182.4044
11196,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4156,0.2565,0.0968,0.0111,2191.6667,500,111.0712,111.0712,1.8354,2.2943,189.7905
11197,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4199,0.2543,0.0968,0.0111,2191.6667,500,111.3841,111.3841,1.8151,2.2688,179.0267
11198,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11199,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4422,0.2432,0.0968,0.0107,2191.6667,500,106.7712,106.7712,1.6542,2.0677,137.7329
11200,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4242,0.2522,0.0968,0.0109,2191.6667,500,109.1517,109.1517,1.7718,2.2147,174.0106
11201,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.4123,0.2581,0.0968,0.011,2191.6667,500,111.0045,111.0045,1.8526,2.3157,197.7806
11202,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11203,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.414,0.2573,0.0968,0.0111,2191.6667,500,111.1807,111.1807,1.8452,2.3065,193.5224
11204,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11205,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11206,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11207,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11208,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11209,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11210,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11211,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11212,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11213,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11214,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11215,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11216,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11217,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11218,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11219,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11220,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11221,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11222,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
11223,0.353,0,0,59.3793,12.7497,0,0,19,0,155.625,22,0.3571,0.2857,0.0968,0.0119,2191.6667,500,125.1729,125.1729,2.2786,2.8483,308.3333
